clients_id;policies_id;effective_date;status;clients_name;email;risk_level;type;coverage_amount;premium;agents_id;agents_name;agents_region
632;121;2025/01/22;Rejected;Corey Montoya;baileysmith@example.com;High;Life;329118;265;19;Dawn Kelly;Pennsylvania
2492;8;2025/02/03;Approved;Jesse Bennett;amanda97@example.org;Medium;Life;118566;73;49;Sheila Suarez;Hawaii
188;39;2025/02/17;Pending;William Conner;matthewgarcia@example.org;Medium;Home;335206;89;85;Lindsay Dyer;Illinois
1891;31;2025/02/05;Approved;Jonathan Osborne;jcook@example.org;Low;Auto;391814;495;4;Krista Oliver;Maryland
1246;157;2025/02/03;Rejected;Mary Carter;william55@example.org;High;Life;945694;440;2;Cindy Lewis;Montana
661;46;2025/02/19;Rejected;Troy Johnson;shawnfigueroa@example.com;Low;Home;403673;191;3;Joseph Fuller;Missouri
1962;147;2025/02/04;Rejected;Timothy Williams;gilesjohn@example.org;Medium;Life;486364;328;23;Ryan Taylor;New Jersey
360;132;2025/01/26;Pending;Dennis Gilbert;smithbenjamin@example.net;Medium;Health;405816;409;42;Jessica Lopez;Tennessee
594;54;2025/01/23;Rejected;Kimberly Parker;ipatterson@example.net;Low;Health;145935;403;17;Paul Lopez;Maine
2558;158;2025/01/01;Pending;Mrs. Tracey Evans;wpark@example.com;Medium;Auto;791867;285;37;Mary Lin;New Jersey
365;44;2025/02/01;Pending;James Romero;carriehunter@example.org;Low;Health;23331;127;73;James Krause;Louisiana
199;14;2025/02/15;Rejected;Martin Matthews;garrett31@example.net;Low;Home;216264;238;29;Heather Ellis;Minnesota
1973;48;2025/01/15;Rejected;James Green;kenneth45@example.org;High;Health;878418;75;17;Paul Lopez;Maine
1984;151;2025/01/14;Pending;Mrs. Sara Wagner;westcrystal@example.com;Medium;Home;69914;269;33;Shannon Oliver;Arizona
1153;138;2025/01/07;Pending;April Carey;tbenitez@example.org;High;Home;995902;295;43;Sherry Christian;Maryland
2706;140;2025/01/05;Approved;Logan Martinez;loribailey@example.com;Low;Home;640213;379;80;Jason Barry;Missouri
882;43;2025/02/12;Pending;Kimberly Cobb;rosealyssa@example.com;Medium;Health;377158;403;59;Jasmine Jones;Texas
164;132;2025/01/14;Pending;Ernest Glover;mary79@example.com;Medium;Health;405816;409;42;Jessica Lopez;Tennessee
2707;58;2025/02/20;Pending;Robert Davenport;martineztodd@example.com;Medium;Health;456808;454;30;Cheryl Jones;Michigan
1650;194;2025/01/29;Rejected;Christine Schmitt;larry63@example.org;Medium;Life;882592;419;4;Krista Oliver;Maryland
140;132;2025/02/15;Rejected;Lisa Hanson;ramirezstacy@example.net;Medium;Health;405816;409;42;Jessica Lopez;Tennessee
1947;89;2025/01/14;Approved;Darrell Bruce;knightcrystal@example.net;Medium;Health;339482;173;83;Cody Ford;Alabama
1228;146;2025/02/19;Rejected;Karen Parker;thomas31@example.org;Medium;Home;975862;428;3;Joseph Fuller;Missouri
2736;105;2025/02/22;Approved;William Lucas;crystalmendoza@example.com;Medium;Home;549130;312;52;Jack Freeman;North Dakota
1379;77;2025/02/10;Rejected;Richard Hayes;karen68@example.org;Medium;Auto;402184;238;6;George Mendoza;New Jersey
1686;9;2025/01/02;Rejected;Daniel Lee;ilopez@example.com;Low;Auto;26044;206;65;Adam Payne;Florida
1264;88;2025/01/23;Pending;Edward Morgan;amyjohnson@example.org;High;Life;55140;416;77;Dennis Reid;South Dakota
1543;106;2025/01/17;Pending;Kimberly Cohen;jessicalyons@example.com;Medium;Auto;778796;268;55;Sheri White;Vermont
1304;25;2025/01/12;Approved;Jennifer Oliver;lewisthomas@example.org;Medium;Health;595655;310;82;Alicia Butler;Maine
652;156;2025/02/22;Approved;Billy Allen;paynejonathan@example.org;Low;Health;629875;229;97;Jessica Torres;Texas
210;84;2025/01/16;Pending;David Jackson;greenlinda@example.org;High;Auto;156331;195;67;John King;Hawaii
1763;185;2025/01/15;Pending;Robert Cuevas;rodriguezjudy@example.com;High;Life;970588;477;63;Sara Phillips;Kentucky
2817;92;2025/02/13;Pending;Angela Keller;riosraymond@example.org;High;Auto;64224;460;57;Stephen Lucas;Iowa
2204;197;2025/01/30;Approved;Sara Evans;audrey72@example.net;High;Home;574783;314;62;Richard Perez;Oklahoma
536;156;2025/01/24;Rejected;Molly Mercado;melvinhodge@example.com;Medium;Health;629875;229;97;Jessica Torres;Texas
2296;6;2025/02/09;Rejected;Andrew Dunn;brianafloyd@example.net;Low;Life;567187;168;3;Joseph Fuller;Missouri
1362;61;2025/01/22;Rejected;Brett Reeves;thomascheryl@example.com;High;Home;239654;449;3;Joseph Fuller;Missouri
2565;106;2025/01/26;Approved;Patrick Coffey;richardjohnston@example.com;Medium;Auto;778796;268;55;Sheri White;Vermont
2379;107;2025/01/31;Rejected;Marc Brown;copelandgregory@example.org;High;Life;234951;170;16;Pamela Garcia;New Mexico
2435;187;2025/02/02;Rejected;Shannon Gordon;kkelly@example.com;Low;Home;452927;443;44;Brittany Norris;Louisiana
1729;123;2025/02/21;Rejected;Julie Ramirez;kevinlloyd@example.com;Medium;Life;738677;319;6;George Mendoza;New Jersey
1409;130;2025/02/03;Pending;Dominic Hammond;laurie80@example.org;Low;Home;416605;420;96;Michael Fischer;Wisconsin
569;120;2025/02/18;Approved;Wendy Franco;joshua54@example.net;High;Auto;476608;128;73;James Krause;Louisiana
104;191;2025/01/18;Pending;Amanda Anderson;stevencollier@example.org;High;Health;218222;190;74;Matthew Powers;Texas
1805;153;2025/01/14;Approved;Kayla Cannon;baldwindanielle@example.net;Medium;Auto;462655;288;89;Lisa Wilson;Arizona
733;87;2025/01/28;Rejected;Wanda Smith;oallen@example.net;Medium;Home;528415;212;1;Benjamin Nunez;Nevada
870;160;2025/01/25;Pending;Craig Martin;cartersheila@example.net;Low;Health;476851;404;86;Christina Thompson;Oklahoma
2503;46;2025/01/09;Rejected;Kevin Johnson;kleinkatie@example.net;High;Home;403673;191;3;Joseph Fuller;Missouri
113;181;2025/02/19;Rejected;Susan Mullins;shannon33@example.com;High;Home;688656;409;91;Crystal Oconnor;Kentucky
1086;24;2025/01/04;Rejected;Carlos Perry;sjohnson@example.org;Medium;Health;316573;485;79;Julie Best;Arkansas
2555;171;2025/01/27;Pending;Stephen Carson;kristin74@example.net;High;Health;842685;441;22;Victoria Yang;Massachusetts
2848;184;2025/01/11;Rejected;Ashley Brooks;robinrivera@example.org;Medium;Health;261937;114;44;Brittany Norris;Louisiana
1056;150;2025/01/22;Rejected;Thomas Gonzales;briannamurphy@example.net;Medium;Life;739913;495;48;Miguel Lewis;Oregon
1181;16;2025/01/16;Rejected;Sarah Hunter;chloedavis@example.com;High;Home;220557;68;67;John King;Hawaii
453;158;2025/02/15;Pending;Mrs. Jasmine Khan;ugonzales@example.net;High;Auto;791867;285;37;Mary Lin;New Jersey
45;84;2025/01/10;Pending;Kimberly Bailey;michael99@example.com;High;Auto;156331;195;67;John King;Hawaii
1645;143;2025/01/09;Pending;Richard Jones;ndavis@example.net;Low;Health;784891;382;29;Heather Ellis;Minnesota
2114;85;2025/01/05;Rejected;Eric Murillo;wendybryant@example.org;High;Life;720208;142;88;Thomas Crawford;Indiana
1705;132;2025/01/02;Approved;Jorge Cannon;jack17@example.net;High;Health;405816;409;42;Jessica Lopez;Tennessee
729;89;2025/01/31;Pending;Derrick Gross;cruzalexander@example.org;Low;Health;339482;173;83;Cody Ford;Alabama
653;150;2025/02/01;Approved;Jasmine Watson;vcox@example.org;Low;Life;739913;495;48;Miguel Lewis;Oregon
1248;161;2025/02/10;Approved;Adam Harrison;tjones@example.net;Low;Life;296579;122;87;Kirk Smith;Michigan
346;127;2025/02/22;Approved;Aaron Mcdonald;rogerosborne@example.com;Low;Life;798676;240;93;Rodney Bray;Colorado
1393;46;2025/01/13;Pending;Lauren Brown;diana76@example.org;Medium;Home;403673;191;3;Joseph Fuller;Missouri
2064;112;2025/01/15;Rejected;Bradley Scott;parrishkelsey@example.com;Low;Life;789532;448;14;Michael Hall;Arkansas
331;125;2025/02/02;Approved;Angela Patel;conniescott@example.org;High;Life;972584;250;53;Susan Hernandez;Georgia
1862;164;2025/02/01;Approved;Martin West;hurleybrian@example.com;High;Home;228233;335;41;Natasha Gallagher;Florida
953;123;2025/02/16;Pending;Charles Jacobs;cody28@example.org;High;Life;738677;319;6;George Mendoza;New Jersey
765;149;2025/01/17;Approved;Anthony Williams;pateldavid@example.com;High;Home;247324;294;61;Brenda Stone;New Jersey
1824;148;2025/02/16;Rejected;Michael Sanchez;kayleemeyers@example.net;High;Home;220864;360;69;Chelsea Harmon;Rhode Island
2351;107;2025/02/19;Rejected;Ronald George;lewisrobert@example.com;Medium;Life;234951;170;16;Pamela Garcia;New Mexico
1703;162;2025/01/10;Rejected;Christopher Weiss;rivasbrittany@example.com;High;Life;249460;305;83;Cody Ford;Alabama
1309;1;2025/01/07;Pending;Adam Williams;fnguyen@example.org;Medium;Auto;577995;51;80;Jason Barry;Missouri
391;100;2025/02/14;Pending;Brianna Meyer;greese@example.org;Medium;Auto;820964;181;9;Michelle Allison;Connecticut
256;187;2025/02/08;Pending;Tina Martinez;dawnhodges@example.net;Medium;Home;452927;443;44;Brittany Norris;Louisiana
413;139;2025/01/02;Approved;Stephanie Adams;christopherbailey@example.org;Medium;Home;976449;423;34;Mrs. Jamie King MD;Hawaii
2305;73;2025/02/17;Pending;Sarah Fry;joseph26@example.org;Low;Auto;875283;427;100;Linda Glenn;Georgia
2826;101;2025/01/30;Approved;Mrs. Christina Allen DVM;sergio80@example.org;Medium;Health;914980;493;24;Andre Hall;Oregon
1571;198;2025/01/19;Pending;Bryan Roberson;michaelhill@example.net;High;Health;359525;100;42;Jessica Lopez;Tennessee
2750;104;2025/02/06;Rejected;Christine Gallegos;johnny07@example.org;Medium;Auto;688463;300;43;Sherry Christian;Maryland
1017;106;2025/02/13;Rejected;Christy Freeman;wrivera@example.org;Medium;Auto;778796;268;55;Sheri White;Vermont
2106;95;2025/01/11;Rejected;Jasmine Castaneda;daniel69@example.net;Medium;Home;496348;413;34;Mrs. Jamie King MD;Hawaii
2748;153;2025/01/28;Pending;Lori Pearson;pburns@example.org;High;Auto;462655;288;89;Lisa Wilson;Arizona
1560;152;2025/02/07;Rejected;Nicholas Perez;tmendez@example.org;Medium;Auto;75331;326;99;Meagan Martin;Idaho
2585;156;2025/02/04;Approved;Maria Stewart;wfletcher@example.net;Low;Health;629875;229;97;Jessica Torres;Texas
1764;22;2025/01/13;Pending;Emily Miles;bwood@example.org;Low;Home;436284;254;37;Mary Lin;New Jersey
2548;32;2025/01/26;Rejected;Victoria Willis;kristina04@example.net;High;Life;478059;462;70;Gregory Allison;Tennessee
726;88;2025/02/03;Approved;Nicholas Hernandez;snowashley@example.org;Low;Life;55140;416;77;Dennis Reid;South Dakota
949;3;2025/01/01;Rejected;Dominique Powell;jessicarichardson@example.org;High;Life;811273;85;14;Michael Hall;Arkansas
147;130;2025/01/20;Pending;Katherine Jenkins;timothyherrera@example.org;Low;Home;416605;420;96;Michael Fischer;Wisconsin
2460;82;2025/01/19;Rejected;John Miller;hillthomas@example.com;Low;Health;750496;197;63;Sara Phillips;Kentucky
1335;1;2025/01/29;Pending;Philip Shaw;whitakerjoel@example.org;Medium;Auto;577995;51;80;Jason Barry;Missouri
471;112;2025/01/01;Rejected;Matthew Smith;trosario@example.net;Low;Life;789532;448;14;Michael Hall;Arkansas
30;67;2025/02/11;Pending;Andrew Burns;mdunn@example.org;High;Life;722643;165;22;Victoria Yang;Massachusetts
2662;191;2025/02/01;Approved;Lauren Cook;williammoreno@example.org;High;Health;218222;190;74;Matthew Powers;Texas
2960;188;2025/02/02;Approved;John Rivera;cbrooks@example.com;Low;Health;681662;206;62;Richard Perez;Oklahoma
2910;165;2025/01/30;Approved;Jeremy Obrien;hernandezalejandro@example.com;Low;Auto;745744;181;18;Crystal Roth;Pennsylvania
2572;44;2025/01/30;Pending;Kyle Nelson;vreyes@example.com;Low;Health;23331;127;73;James Krause;Louisiana
748;9;2025/01/24;Approved;Sandra Gilbert;ydaniels@example.org;High;Auto;26044;206;65;Adam Payne;Florida
1814;177;2025/01/12;Pending;Heather Eaton;lydiamullen@example.com;High;Life;572504;337;90;Bryan Delgado;Missouri
609;73;2025/01/17;Pending;Kristen Steele;ysalas@example.net;Medium;Auto;875283;427;100;Linda Glenn;Georgia
1530;47;2025/01/30;Pending;Paula Hill;avilajimmy@example.net;Medium;Life;872316;416;15;Bryan Summers;Virginia
1178;189;2025/01/03;Approved;George Bates;stonegeoffrey@example.net;Low;Life;950943;375;26;Theresa Goodwin;North Carolina
904;119;2025/01/23;Pending;Zachary Erickson;staceyburton@example.org;High;Auto;402757;367;43;Sherry Christian;Maryland
481;192;2025/01/30;Pending;Jacob Hale;rortiz@example.net;Low;Home;672241;331;37;Mary Lin;New Jersey
684;52;2025/01/06;Pending;Richard Meyer;joseph16@example.net;Medium;Health;641325;82;67;John King;Hawaii
965;75;2025/01/09;Pending;Todd Campbell;beverly81@example.net;High;Life;239517;236;66;Ronald Hampton;California
190;121;2025/01/19;Approved;James Jones;frankrodriguez@example.com;Low;Life;329118;265;19;Dawn Kelly;Pennsylvania
2425;19;2025/01/20;Approved;Danielle Norman;harperjonathan@example.net;Low;Auto;719358;292;86;Christina Thompson;Oklahoma
1544;140;2025/01/01;Pending;Darren Garcia;strongryan@example.net;Low;Home;640213;379;80;Jason Barry;Missouri
2140;31;2025/02/02;Rejected;Kimberly Camacho;villanuevajohn@example.org;Low;Auto;391814;495;4;Krista Oliver;Maryland
2833;184;2025/01/18;Approved;Alyssa Sanchez;jerry68@example.net;Medium;Health;261937;114;44;Brittany Norris;Louisiana
65;181;2025/01/30;Rejected;Cynthia Rocha;andradenancy@example.net;Medium;Home;688656;409;91;Crystal Oconnor;Kentucky
1060;195;2025/01/21;Approved;Jennifer Lynn;timothylee@example.org;Low;Auto;392305;179;65;Adam Payne;Florida
1551;61;2025/01/11;Rejected;Richard Taylor;michaelgillespie@example.com;Medium;Home;239654;449;3;Joseph Fuller;Missouri
720;132;2025/01/25;Rejected;David Ramirez;fbarker@example.org;Low;Health;405816;409;42;Jessica Lopez;Tennessee
2533;64;2025/02/14;Approved;Mary Mendoza;obryant@example.org;Medium;Auto;71560;498;12;Tamara Blevins;Indiana
1271;65;2025/01/21;Approved;Janice Evans;oconnellmariah@example.org;Medium;Home;235149;357;4;Krista Oliver;Maryland
2223;195;2025/02/13;Approved;Brian Grant;williambradley@example.com;Low;Auto;392305;179;65;Adam Payne;Florida
2287;119;2025/01/02;Rejected;Howard Short;jasonjohnson@example.net;Low;Auto;402757;367;43;Sherry Christian;Maryland
2184;148;2025/01/27;Pending;Isaac Adams;robert42@example.net;Medium;Home;220864;360;69;Chelsea Harmon;Rhode Island
2860;193;2025/02/19;Approved;Brian Blair;lsoto@example.net;Medium;Health;913736;499;75;Patrick Owens;Florida
2396;62;2025/01/10;Rejected;Emily Glover;vhoward@example.com;Low;Health;246755;65;84;Brandon Leonard;Vermont
1965;101;2025/02/07;Approved;John Johnson;jacqueline63@example.com;High;Health;914980;493;24;Andre Hall;Oregon
2201;86;2025/02/04;Approved;Richard Obrien;uhowell@example.com;High;Life;12247;379;52;Jack Freeman;North Dakota
799;180;2025/01/30;Rejected;William Smith;johnjoyce@example.com;Low;Auto;157874;283;75;Patrick Owens;Florida
618;180;2025/01/25;Rejected;Cheryl Flores;pattersonariel@example.com;High;Auto;157874;283;75;Patrick Owens;Florida
717;199;2025/02/09;Approved;Vanessa Holt;danny36@example.net;Low;Home;901856;317;2;Cindy Lewis;Montana
2374;50;2025/02/08;Rejected;Melissa Moore;lbrown@example.com;Low;Auto;571724;329;41;Natasha Gallagher;Florida
2141;86;2025/01/30;Approved;Tyler Kelly;jon16@example.net;High;Life;12247;379;52;Jack Freeman;North Dakota
2536;125;2025/02/09;Pending;Miguel Schmitt;baxterwilliam@example.org;Medium;Life;972584;250;53;Susan Hernandez;Georgia
1412;104;2025/02/02;Approved;Stephanie King;btran@example.com;Medium;Auto;688463;300;43;Sherry Christian;Maryland
2635;5;2025/01/08;Approved;Rachael Paul;kaitlinwalls@example.org;Medium;Auto;105400;235;84;Brandon Leonard;Vermont
1870;97;2025/02/07;Rejected;Hannah Smith;gentrychristopher@example.net;High;Life;148207;175;90;Bryan Delgado;Missouri
2160;142;2025/01/27;Approved;John Raymond;alice64@example.org;Medium;Auto;610062;430;91;Crystal Oconnor;Kentucky
2697;105;2025/02/22;Approved;Karen White;harrisgavin@example.net;Medium;Home;549130;312;52;Jack Freeman;North Dakota
429;142;2025/02/11;Pending;Scott Wallace;garrettjohn@example.com;High;Auto;610062;430;91;Crystal Oconnor;Kentucky
1123;173;2025/01/02;Rejected;Molly Perez;michaela99@example.net;High;Auto;184919;288;45;Brenda Smith;Rhode Island
2817;8;2025/02/21;Approved;Angela Keller;riosraymond@example.org;High;Life;118566;73;49;Sheila Suarez;Hawaii
1517;59;2025/01/31;Pending;Mark Clark;michaelskinner@example.net;Medium;Auto;548239;85;39;Robert Meyer;Virginia
1383;172;2025/01/29;Approved;Amanda Johnson;dixonvanessa@example.org;Medium;Home;830781;66;5;Dr. Melvin Smith;Oregon
986;176;2025/01/30;Approved;Mrs. Christy Horton;harperjessica@example.org;High;Auto;894774;246;62;Richard Perez;Oklahoma
1251;47;2025/02/19;Pending;Mr. Aaron Leach;qmiller@example.net;Medium;Life;872316;416;15;Bryan Summers;Virginia
888;81;2025/01/23;Rejected;Jeremy Rogers;kathy28@example.com;Low;Auto;368167;219;88;Thomas Crawford;Indiana
2009;86;2025/02/09;Approved;Brian Kelly;jessicawood@example.net;High;Life;12247;379;52;Jack Freeman;North Dakota
423;130;2025/02/11;Rejected;Jim Williams;christophercastillo@example.net;High;Home;416605;420;96;Michael Fischer;Wisconsin
220;19;2025/01/18;Pending;Jimmy Brown;kochtimothy@example.net;Low;Auto;719358;292;86;Christina Thompson;Oklahoma
1846;114;2025/01/09;Pending;Cameron Pugh;cherylcox@example.com;High;Life;151208;405;74;Matthew Powers;Texas
2607;83;2025/01/14;Pending;Jeremy Vega;dakotawhite@example.com;Low;Auto;42477;176;44;Brittany Norris;Louisiana
367;38;2025/02/19;Rejected;Meghan Waller;pattoncindy@example.net;High;Life;391994;203;39;Robert Meyer;Virginia
550;29;2025/01/09;Rejected;Kelli Marsh;allenmelissa@example.org;Medium;Health;573801;281;6;George Mendoza;New Jersey
1128;143;2025/01/25;Pending;Denise Perez;oliviagreen@example.org;Medium;Health;784891;382;29;Heather Ellis;Minnesota
1953;145;2025/02/19;Pending;Nathaniel Welch;butlerkelly@example.org;Low;Life;130649;367;88;Thomas Crawford;Indiana
1421;40;2025/01/26;Rejected;Barbara Harris;bowmansteven@example.com;High;Auto;338326;198;93;Rodney Bray;Colorado
1124;78;2025/01/18;Rejected;Vanessa Anderson;adam33@example.net;Medium;Life;233269;138;98;Kim Williams;Maryland
492;122;2025/02/03;Approved;Christopher Miller;pherrera@example.org;Low;Home;444523;447;49;Sheila Suarez;Hawaii
1341;190;2025/02/18;Pending;Mr. Samuel Neal;tblack@example.net;Low;Home;212316;155;6;George Mendoza;New Jersey
1606;161;2025/01/02;Rejected;Gabrielle Morales;karenknapp@example.net;Medium;Life;296579;122;87;Kirk Smith;Michigan
2615;138;2025/01/25;Rejected;Melissa Nunez;desiree54@example.com;High;Home;995902;295;43;Sherry Christian;Maryland
2449;3;2025/01/30;Approved;Mary Hernandez;garretthart@example.com;Medium;Life;811273;85;14;Michael Hall;Arkansas
2946;10;2025/01/24;Pending;Kristine Warren;goldenbrianna@example.org;High;Home;290745;401;7;Heather Burgess;Montana
1651;198;2025/01/05;Approved;Toni Rogers;kgarcia@example.com;Low;Health;359525;100;42;Jessica Lopez;Tennessee
2811;52;2025/02/01;Pending;Jake Crawford;qcarroll@example.net;Low;Health;641325;82;67;John King;Hawaii
2543;141;2025/01/23;Approved;Jerry Moore;karen72@example.net;High;Life;978508;385;52;Jack Freeman;North Dakota
2800;36;2025/01/10;Pending;Renee Thomas;terri36@example.net;High;Auto;609422;443;47;Angela Gibson;Minnesota
691;11;2025/02/14;Approved;Erin Brown;qhayes@example.com;Medium;Life;878953;78;24;Andre Hall;Oregon
907;159;2025/01/22;Approved;John Parker;alyssa20@example.net;Medium;Health;160322;64;73;James Krause;Louisiana
239;30;2025/01/06;Pending;Isaac Cruz;richard09@example.net;Low;Life;858359;114;66;Ronald Hampton;California
2896;9;2025/01/09;Approved;Colleen Lee;xjackson@example.net;Medium;Auto;26044;206;65;Adam Payne;Florida
2770;191;2025/02/09;Approved;Nicole Bryant;daniel19@example.net;High;Health;218222;190;74;Matthew Powers;Texas
667;31;2025/02/03;Pending;Patrick Castillo;eric94@example.org;High;Auto;391814;495;4;Krista Oliver;Maryland
882;114;2025/01/24;Approved;Kimberly Cobb;rosealyssa@example.com;Medium;Life;151208;405;74;Matthew Powers;Texas
900;67;2025/01/18;Rejected;Russell White;emilygraves@example.com;Low;Life;722643;165;22;Victoria Yang;Massachusetts
2239;133;2025/02/20;Approved;Emily Lewis;charlenegarcia@example.net;Medium;Life;241299;292;47;Angela Gibson;Minnesota
1442;65;2025/01/01;Pending;Hannah Miller;williamsashley@example.com;High;Home;235149;357;4;Krista Oliver;Maryland
491;60;2025/02/22;Pending;Sharon Santos;stewartalexis@example.org;High;Life;273954;448;40;Olivia Coffey;Louisiana
2971;49;2025/02/16;Approved;Stacey Ray;gregory58@example.net;High;Health;433200;96;2;Cindy Lewis;Montana
2476;117;2025/02/01;Rejected;Elizabeth Morales;mcphersonelizabeth@example.net;High;Home;479906;249;35;Tyler Velez;Tennessee
1810;19;2025/02/19;Rejected;Stacey Castro;jennifermcgee@example.com;High;Auto;719358;292;86;Christina Thompson;Oklahoma
1430;173;2025/01/13;Pending;James Schwartz;jonespatrick@example.net;High;Auto;184919;288;45;Brenda Smith;Rhode Island
417;28;2025/01/30;Rejected;Priscilla Woods;pachecojennifer@example.net;Low;Auto;697016;180;45;Brenda Smith;Rhode Island
2362;141;2025/01/19;Approved;Kevin Kim;keithking@example.com;High;Life;978508;385;52;Jack Freeman;North Dakota
2302;138;2025/01/18;Rejected;Joshua Cooke;rebecca97@example.com;Medium;Home;995902;295;43;Sherry Christian;Maryland
1410;91;2025/01/16;Approved;David Owens;ericamoore@example.com;High;Auto;29112;431;72;Kevin Guzman;Nevada
2369;45;2025/01/18;Rejected;Caleb Diaz;christina71@example.net;High;Auto;10319;437;14;Michael Hall;Arkansas
918;88;2025/02/20;Rejected;Kayla Miller;brandi39@example.com;High;Life;55140;416;77;Dennis Reid;South Dakota
1961;124;2025/01/22;Pending;Glenn Oliver;tcarlson@example.org;Low;Health;729980;57;85;Lindsay Dyer;Illinois
2984;111;2025/01/04;Pending;Mr. Keith Cox;brandi52@example.net;High;Home;88905;493;47;Angela Gibson;Minnesota
1679;163;2025/02/18;Pending;Michael Lopez;pboyd@example.org;Low;Life;779568;127;74;Matthew Powers;Texas
1956;172;2025/02/11;Rejected;Joel Lynch;cferguson@example.net;High;Home;830781;66;5;Dr. Melvin Smith;Oregon
1630;135;2025/01/21;Pending;Gregory Hodge;michellemckee@example.com;Low;Auto;589150;61;83;Cody Ford;Alabama
475;177;2025/02/07;Approved;Michelle Fields;mlopez@example.com;High;Life;572504;337;90;Bryan Delgado;Missouri
741;124;2025/02/08;Approved;Mark Rush;marissa46@example.com;Low;Health;729980;57;85;Lindsay Dyer;Illinois
1212;125;2025/01/20;Approved;Edward Bennett;mark11@example.net;High;Life;972584;250;53;Susan Hernandez;Georgia
350;71;2025/02/14;Pending;Raymond Peterson;mcclainstacy@example.com;High;Auto;648618;406;78;Joseph Johnson;Illinois
2838;28;2025/01/01;Pending;Melvin Choi;abrown@example.net;High;Auto;697016;180;45;Brenda Smith;Rhode Island
2552;49;2025/01/26;Pending;Brett Nguyen;johnsonmary@example.org;High;Health;433200;96;2;Cindy Lewis;Montana
2345;71;2025/01/18;Pending;Patricia Reyes;mcleancynthia@example.org;High;Auto;648618;406;78;Joseph Johnson;Illinois
2154;1;2025/01/31;Pending;Patricia Harrington;shannonherrera@example.com;Low;Auto;577995;51;80;Jason Barry;Missouri
1072;128;2025/02/13;Pending;Dwayne Nguyen;rodrigueztimothy@example.com;High;Life;757566;493;13;Anthony Bailey;Kansas
945;130;2025/01/10;Pending;Jerry Berry;rcross@example.com;High;Home;416605;420;96;Michael Fischer;Wisconsin
2457;23;2025/02/14;Pending;Randy Mullins;sali@example.net;Medium;Health;641305;87;51;Janet Mcdonald;Idaho
2308;178;2025/01/18;Approved;Sandra Nolan;acardenas@example.net;Medium;Auto;800620;90;49;Sheila Suarez;Hawaii
2514;200;2025/02/11;Rejected;Tiffany Smith;yfletcher@example.org;Low;Auto;133197;213;75;Patrick Owens;Florida
2093;16;2025/01/09;Pending;Janet Martinez;parkssamantha@example.net;Low;Home;220557;68;67;John King;Hawaii
1527;63;2025/01/12;Pending;Dustin Scott;jonathan62@example.org;High;Health;78126;55;61;Brenda Stone;New Jersey
607;142;2025/02/09;Approved;Tammy Bass;brianbailey@example.com;Medium;Auto;610062;430;91;Crystal Oconnor;Kentucky
311;103;2025/01/30;Pending;Antonio Sims;laurenroberts@example.net;High;Home;493451;119;16;Pamela Garcia;New Mexico
2591;128;2025/01/06;Approved;Adam Thompson;sarahballard@example.net;Low;Life;757566;493;13;Anthony Bailey;Kansas
1655;61;2025/01/08;Approved;Brenda Young;michaelbolton@example.com;High;Home;239654;449;3;Joseph Fuller;Missouri
1053;15;2025/01/08;Pending;Michelle Roach;newmanricky@example.com;Low;Health;897735;222;22;Victoria Yang;Massachusetts
2217;25;2025/01/31;Rejected;Melissa Sandoval;jessica80@example.com;Medium;Health;595655;310;82;Alicia Butler;Maine
1285;144;2025/02/03;Rejected;Daniel Bryant;smithderek@example.net;High;Health;303313;307;60;Renee Ruiz;New Jersey
2178;38;2025/02/04;Rejected;Charles Page;carolflores@example.org;Low;Life;391994;203;39;Robert Meyer;Virginia
2648;160;2025/02/07;Approved;James Morgan;jorge95@example.net;Medium;Health;476851;404;86;Christina Thompson;Oklahoma
2490;172;2025/01/29;Pending;Andrew Jenkins;daughertystacy@example.net;Low;Home;830781;66;5;Dr. Melvin Smith;Oregon
1209;98;2025/01/21;Pending;Katherine Castillo;tammymiller@example.org;Medium;Auto;60558;248;75;Patrick Owens;Florida
1728;117;2025/01/10;Pending;Antonio Stephenson;cpugh@example.org;Low;Home;479906;249;35;Tyler Velez;Tennessee
604;123;2025/02/04;Approved;Dana Hamilton;ryan38@example.org;Low;Life;738677;319;6;George Mendoza;New Jersey
575;177;2025/02/21;Approved;Amy Butler;dmartin@example.net;Low;Life;572504;337;90;Bryan Delgado;Missouri
890;110;2025/01/05;Rejected;Victor Little;whoward@example.com;High;Auto;884611;365;18;Crystal Roth;Pennsylvania
232;195;2025/01/22;Approved;Ruth Duke;eric55@example.org;Medium;Auto;392305;179;65;Adam Payne;Florida
2797;193;2025/01/31;Pending;Brandi Duncan;lking@example.net;Low;Health;913736;499;75;Patrick Owens;Florida
315;23;2025/01/20;Rejected;Benjamin Williams;chernandez@example.net;Medium;Health;641305;87;51;Janet Mcdonald;Idaho
1020;92;2025/02/06;Approved;Lisa Schroeder;qwright@example.com;High;Auto;64224;460;57;Stephen Lucas;Iowa
1853;159;2025/01/19;Approved;Christina Morgan;leslie29@example.org;Low;Health;160322;64;73;James Krause;Louisiana
2548;47;2025/01/09;Rejected;Victoria Willis;kristina04@example.net;High;Life;872316;416;15;Bryan Summers;Virginia
2189;169;2025/02/22;Rejected;Cheryl Murray;bryan74@example.net;Medium;Life;870931;325;53;Susan Hernandez;Georgia
